battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
1763.0,0.0,0.5,1.0,12.0,0.0,10.0,0.2,184.0,3.0,19.0,,1893.0,792.0,17.0,12,13,1,0,1
994.0,0.0,1.2,1.0,4.0,0.0,40.0,0.9,164.0,2.0,17.0,296.0,839.0,3104.0,17.0,7,11,0,0,0
1464.0,1.0,0.5,1.0,11.0,0.0,12.0,0.9,117.0,2.0,14.0,854.0,1168.0,3927.0,5.0,3,15,0,1,1
1974.0,0.0,1.0,0.0,4.0,0.0,24.0,0.3,80.0,7.0,13.0,250.0,545.0,861.0,7.0,4,6,1,0,1
636.0,0.0,0.5,0.0,8.0,1.0,28.0,0.9,152.0,2.0,15.0,148.0,742.0,2927.0,15.0,6,3,1,0,0
1995.0,1.0,0.5,0.0,6.0,0.0,26.0,0.2,129.0,1.0,15.0,649.0,1104.0,1322.0,15.0,11,7,0,1,1
1987.0,1.0,0.5,0.0,3.0,1.0,53.0,1.0,181.0,3.0,7.0,1052.0,1516.0,3117.0,18.0,5,8,1,1,1
1339.0,1.0,2.3,1.0,0.0,0.0,40.0,0.1,123.0,2.0,1.0,212.0,1269.0,2382.0,6.0,4,7,1,0,1
1296.0,1.0,1.0,1.0,6.0,0.0,43.0,0.2,171.0,3.0,13.0,501.0,609.0,1692.0,15.0,0,18,1,0,0
614.0,0.0,1.7,1.0,0.0,1.0,58.0,0.2,128.0,7.0,2.0,22.0,519.0,3487.0,15.0,6,11,1,1,1
1457.0,0.0,0.5,1.0,7.0,0.0,8.0,0.3,120.0,7.0,13.0,786.0,1032.0,584.0,13.0,4,10,1,0,0
704.0,1.0,2.7,0.0,8.0,1.0,29.0,0.2,80.0,1.0,10.0,1108.0,1509.0,1122.0,9.0,3,10,1,1,1
727.0,1.0,0.5,1.0,0.0,1.0,42.0,0.1,163.0,8.0,1.0,44.0,757.0,2039.0,5.0,0,19,1,1,1
1911.0,0.0,0.9,1.0,1.0,1.0,36.0,0.7,108.0,8.0,3.0,868.0,1632.0,3057.0,9.0,1,5,1,1,0
881.0,1.0,2.8,0.0,1.0,0.0,36.0,0.5,167.0,1.0,6.0,1381.0,1444.0,2354.0,19.0,10,5,1,1,1
1490.0,1.0,1.1,0.0,2.0,0.0,10.0,0.6,130.0,2.0,7.0,1357.0,1826.0,2994.0,16.0,1,8,1,0,1
879.0,1.0,2.5,0.0,,1.0,14.0,0.7,83.0,6.0,15.0,403.0,1105.0,349.0,16.0,10,2,1,0,1
1341.0,1.0,2.6,0.0,4.0,0.0,43.0,0.4,194.0,6.0,8.0,1096.0,1683.0,3065.0,6.0,5,11,0,1,0
1091.0,1.0,1.8,1.0,4.0,0.0,8.0,0.5,100.0,3.0,8.0,650.0,922.0,3626.0,5.0,0,14,1,1,1
1439.0,1.0,1.2,0.0,11.0,1.0,58.0,0.2,183.0,1.0,20.0,794.0,1552.0,3069.0,17.0,11,2,1,1,0
822.0,0.0,1.1,1.0,2.0,0.0,44.0,0.9,146.0,2.0,4.0,269.0,527.0,3288.0,8.0,5,17,1,1,0
1140.0,0.0,1.6,1.0,0.0,1.0,56.0,0.3,131.0,7.0,4.0,1049.0,1715.0,3130.0,6.0,5,9,1,0,1
959.0,1.0,1.0,0.0,5.0,1.0,15.0,0.4,119.0,5.0,9.0,121.0,934.0,3000.0,15.0,0,15,1,1,1
1202.0,1.0,2.4,1.0,0.0,0.0,19.0,0.1,122.0,2.0,1.0,404.0,1742.0,595.0,19.0,0,3,0,0,0
1715.0,1.0,2.1,0.0,5.0,0.0,11.0,0.4,100.0,3.0,10.0,314.0,1276.0,1018.0,16.0,5,8,1,1,1
1855.0,0.0,0.5,0.0,5.0,0.0,32.0,0.6,187.0,8.0,18.0,267.0,1161.0,3933.0,7.0,0,7,1,0,1
712.0,0.0,0.5,0.0,6.0,0.0,27.0,0.5,86.0,2.0,11.0,1245.0,1309.0,2001.0,11.0,10,12,1,1,1
1900.0,1.0,0.5,1.0,0.0,1.0,55.0,0.9,171.0,1.0,1.0,934.0,1241.0,3917.0,15.0,5,18,1,0,1
807.0,1.0,0.5,1.0,0.0,0.0,37.0,0.2,127.0,4.0,0.0,245.0,829.0,2319.0,5.0,4,4,0,0,0
1973.0,0.0,1.6,1.0,5.0,1.0,39.0,0.8,152.0,4.0,6.0,792.0,1181.0,1993.0,9.0,0,5,1,0,0
1429.0,0.0,2.9,0.0,2.0,0.0,58.0,0.2,128.0,4.0,3.0,417.0,983.0,2005.0,15.0,1,9,0,1,0
680.0,1.0,2.1,1.0,,1.0,9.0,0.1,131.0,3.0,11.0,1428.0,1500.0,2438.0,14.0,2,17,1,0,0
842.0,0.0,2.7,1.0,18.0,0.0,31.0,0.4,161.0,1.0,20.0,45.0,1634.0,496.0,14.0,1,14,1,1,0
1591.0,1.0,2.4,0.0,4.0,0.0,3.0,0.5,192.0,8.0,5.0,669.0,700.0,615.0,19.0,6,12,1,0,1
690.0,0.0,2.9,0.0,8.0,0.0,38.0,0.9,154.0,1.0,10.0,711.0,750.0,3427.0,13.0,6,20,0,0,0
1829.0,1.0,2.1,0.0,8.0,0.0,59.0,0.1,91.0,5.0,15.0,1457.0,1919.0,3142.0,16.0,6,5,1,1,1
1255.0,0.0,1.1,0.0,0.0,1.0,34.0,0.2,85.0,3.0,1.0,118.0,722.0,1749.0,19.0,17,8,1,1,1
516.0,0.0,1.1,1.0,0.0,1.0,39.0,0.4,91.0,5.0,7.0,855.0,1401.0,,8.0,0,10,1,1,1
1745.0,0.0,1.5,1.0,4.0,1.0,57.0,0.1,159.0,3.0,16.0,1164.0,1908.0,2885.0,13.0,11,5,1,1,1
1303.0,0.0,0.5,0.0,2.0,0.0,7.0,0.6,98.0,4.0,5.0,740.0,1908.0,2865.0,17.0,3,12,0,0,0
1249.0,1.0,2.1,1.0,0.0,0.0,38.0,0.8,193.0,5.0,10.0,940.0,1290.0,3195.0,19.0,7,17,0,0,0
1416.0,1.0,1.8,1.0,0.0,0.0,20.0,0.1,93.0,4.0,0.0,1175.0,1578.0,3872.0,10.0,2,7,0,0,1
586.0,1.0,0.6,0.0,16.0,1.0,42.0,0.3,121.0,7.0,17.0,785.0,1118.0,1869.0,12.0,2,7,1,1,1
1074.0,0.0,2.4,1.0,2.0,1.0,9.0,0.9,103.0,6.0,14.0,946.0,952.0,1948.0,13.0,1,18,1,1,1
1412.0,1.0,2.4,0.0,5.0,0.0,25.0,0.8,96.0,8.0,17.0,516.0,1894.0,837.0,15.0,9,4,0,0,1
1445.0,1.0,0.5,0.0,0.0,0.0,53.0,0.7,174.0,7.0,14.0,386.0,836.0,1099.0,17.0,1,20,1,0,0
680.0,1.0,2.4,0.0,13.0,1.0,34.0,0.4,157.0,2.0,17.0,686.0,1418.0,3845.0,15.0,1,4,1,1,1
1040.0,1.0,0.6,0.0,0.0,0.0,54.0,0.3,199.0,2.0,5.0,458.0,959.0,3886.0,15.0,5,20,0,1,1
1379.0,0.0,1.1,0.0,5.0,1.0,36.0,0.8,200.0,2.0,7.0,538.0,1376.0,3426.0,5.0,4,17,1,1,1
643.0,0.0,1.0,0.0,9.0,1.0,18.0,0.2,187.0,8.0,12.0,442.0,1079.0,2648.0,7.0,5,18,1,1,1
1253.0,0.0,0.7,0.0,0.0,1.0,34.0,0.9,113.0,4.0,10.0,161.0,647.0,3518.0,7.0,3,8,1,1,1
977.0,1.0,1.1,1.0,2.0,0.0,57.0,0.6,181.0,6.0,7.0,63.0,566.0,1206.0,7.0,1,8,0,1,1
900.0,1.0,1.4,1.0,0.0,0.0,30.0,1.0,87.0,2.0,3.0,829.0,1893.0,439.0,6.0,2,20,1,0,0
957.0,1.0,2.5,0.0,4.0,0.0,7.0,0.8,107.0,5.0,10.0,1201.0,1485.0,1846.0,12.0,5,7,1,0,1
941.0,0.0,2.5,0.0,1.0,1.0,41.0,0.3,117.0,8.0,4.0,652.0,1855.0,1791.0,7.0,4,10,1,0,1
796.0,1.0,2.3,1.0,1.0,1.0,36.0,0.3,127.0,8.0,14.0,494.0,935.0,3932.0,5.0,1,5,1,1,1
853.0,1.0,1.9,1.0,17.0,1.0,26.0,0.5,94.0,6.0,18.0,114.0,817.0,3069.0,19.0,17,20,1,0,0
625.0,1.0,1.2,1.0,5.0,1.0,10.0,0.2,183.0,4.0,8.0,635.0,842.0,3323.0,9.0,1,7,1,1,1
981.0,1.0,1.9,1.0,0.0,0.0,2.0,0.1,136.0,3.0,7.0,75.0,688.0,1539.0,19.0,12,19,0,0,0
1053.0,0.0,2.1,0.0,4.0,0.0,12.0,0.1,95.0,7.0,7.0,6.0,1089.0,3701.0,13.0,1,17,0,1,0
1153.0,1.0,2.8,1.0,0.0,1.0,62.0,0.2,94.0,5.0,0.0,186.0,1279.0,3353.0,7.0,5,10,1,0,0
1015.0,1.0,0.8,0.0,5.0,0.0,12.0,0.5,102.0,3.0,14.0,335.0,679.0,2293.0,5.0,1,2,0,1,0
1784.0,0.0,1.6,0.0,4.0,0.0,41.0,0.4,164.0,6.0,20.0,610.0,1437.0,2313.0,14.0,1,11,0,1,0
1157.0,1.0,2.8,1.0,16.0,0.0,19.0,0.5,87.0,8.0,18.0,137.0,1154.0,1403.0,6.0,1,4,1,1,1
1995.0,0.0,2.6,1.0,2.0,1.0,4.0,0.8,171.0,2.0,20.0,1133.0,1972.0,3452.0,6.0,3,19,1,1,0
1269.0,1.0,2.8,1.0,16.0,0.0,41.0,1.0,180.0,8.0,17.0,406.0,1036.0,2341.0,10.0,9,16,0,0,1
1113.0,0.0,0.6,1.0,0.0,0.0,25.0,0.3,145.0,1.0,10.0,1047.0,1312.0,277.0,11.0,2,12,1,0,1
606.0,0.0,2.5,0.0,1.0,1.0,53.0,0.2,146.0,4.0,2.0,465.0,1152.0,1223.0,19.0,12,7,1,0,0
1177.0,0.0,0.9,0.0,1.0,1.0,29.0,0.4,191.0,2.0,8.0,178.0,882.0,311.0,18.0,5,19,1,0,0
668.0,0.0,2.3,0.0,2.0,1.0,48.0,0.3,114.0,1.0,19.0,195.0,1292.0,1201.0,,12,4,1,1,0
930.0,0.0,1.0,1.0,5.0,1.0,40.0,0.8,128.0,7.0,15.0,775.0,1224.0,3816.0,13.0,0,2,1,1,1
1701.0,1.0,0.5,0.0,13.0,1.0,46.0,0.9,115.0,2.0,15.0,364.0,828.0,3717.0,11.0,0,10,1,1,0
1138.0,0.0,1.1,0.0,5.0,1.0,48.0,0.6,109.0,3.0,14.0,233.0,1777.0,2048.0,6.0,0,18,1,1,1
733.0,0.0,2.1,0.0,5.0,,7.0,0.2,174.0,7.0,10.0,445.0,1409.0,1403.0,15.0,8,2,1,1,0
1095.0,1.0,1.8,1.0,9.0,0.0,47.0,0.3,152.0,6.0,15.0,354.0,1827.0,1334.0,12.0,2,12,0,0,1
1864.0,0.0,1.9,1.0,2.0,0.0,57.0,0.1,181.0,6.0,6.0,1279.0,1793.0,3586.0,19.0,9,8,0,0,1
1176.0,1.0,2.3,0.0,0.0,0.0,56.0,0.7,103.0,2.0,1.0,93.0,518.0,2974.0,6.0,5,11,1,0,1
1783.0,1.0,0.9,0.0,7.0,1.0,23.0,0.9,137.0,2.0,8.0,1114.0,1953.0,541.0,9.0,5,11,1,1,0
1996.0,1.0,1.9,0.0,4.0,0.0,55.0,0.3,81.0,7.0,8.0,890.0,1661.0,1852.0,8.0,2,4,0,1,1
1554.0,0.0,2.8,1.0,7.0,0.0,23.0,0.1,105.0,6.0,18.0,699.0,1492.0,2184.0,13.0,9,20,1,0,1
1526.0,1.0,1.2,0.0,7.0,1.0,32.0,0.5,128.0,4.0,12.0,1152.0,1592.0,647.0,19.0,3,18,1,0,1
587.0,1.0,2.5,0.0,16.0,1.0,51.0,0.6,111.0,1.0,17.0,244.0,1361.0,2746.0,10.0,4,7,1,0,1
683.0,1.0,2.1,0.0,7.0,0.0,30.0,0.1,197.0,7.0,8.0,927.0,1135.0,2066.0,9.0,0,15,0,0,0
1341.0,1.0,2.1,1.0,0.0,0.0,36.0,0.4,107.0,8.0,1.0,473.0,,2200.0,18.0,14,15,0,1,0
1751.0,0.0,2.5,0.0,1.0,0.0,4.0,0.6,146.0,8.0,9.0,1499.0,1952.0,1155.0,19.0,14,12,0,1,1
1422.0,0.0,1.0,0.0,15.0,0.0,3.0,0.1,112.0,1.0,17.0,1.0,926.0,509.0,19.0,1,3,1,1,1
1174.0,0.0,0.7,1.0,1.0,1.0,25.0,0.8,91.0,2.0,8.0,1097.0,1461.0,285.0,19.0,7,3,1,0,1
1883.0,1.0,2.7,1.0,6.0,1.0,30.0,0.5,95.0,2.0,10.0,531.0,791.0,3724.0,16.0,15,20,1,1,1
912.0,0.0,0.7,0.0,3.0,0.0,47.0,0.9,182.0,3.0,6.0,724.0,794.0,1321.0,7.0,2,6,0,1,1
1887.0,0.0,2.3,1.0,4.0,0.0,35.0,0.9,115.0,2.0,7.0,178.0,1275.0,3203.0,7.0,5,15,1,0,0
1702.0,0.0,0.5,0.0,1.0,1.0,54.0,0.4,131.0,5.0,2.0,1112.0,1578.0,359.0,13.0,12,5,1,1,0
1963.0,1.0,1.0,0.0,16.0,1.0,34.0,0.1,157.0,2.0,17.0,1136.0,1813.0,714.0,18.0,2,2,1,0,1
1049.0,0.0,0.6,1.0,8.0,1.0,2.0,0.3,172.0,6.0,10.0,39.0,1564.0,433.0,10.0,7,6,1,0,0
1182.0,1.0,1.4,1.0,5.0,1.0,21.0,0.5,107.0,2.0,17.0,625.0,1346.0,1765.0,13.0,5,6,1,1,0
1023.0,1.0,2.3,1.0,5.0,1.0,30.0,0.2,80.0,8.0,7.0,5.0,1744.0,2086.0,10.0,0,19,1,1,1
1310.0,1.0,2.3,1.0,6.0,,57.0,0.9,135.0,8.0,9.0,449.0,889.0,1175.0,16.0,0,8,0,0,0
723.0,0.0,0.5,0.0,5.0,0.0,63.0,0.5,172.0,8.0,14.0,906.0,1801.0,488.0,5.0,0,8,1,0,1
740.0,0.0,3.0,1.0,0.0,1.0,47.0,0.7,166.0,3.0,5.0,417.0,596.0,3578.0,15.0,5,20,1,1,1
823.0,0.0,2.5,0.0,11.0,1.0,24.0,0.5,195.0,5.0,15.0,1364.0,1516.0,2279.0,6.0,4,3,1,0,1
1427.0,1.0,0.8,1.0,2.0,0.0,31.0,0.9,186.0,1.0,20.0,934.0,1005.0,2542.0,7.0,6,10,0,0,0
1752.0,0.0,2.6,1.0,8.0,1.0,17.0,0.4,115.0,5.0,10.0,1165.0,1540.0,3323.0,19.0,11,16,1,1,1
1413.0,1.0,0.5,1.0,4.0,1.0,45.0,0.4,104.0,5.0,6.0,1949.0,1994.0,2973.0,17.0,8,15,1,0,1
592.0,0.0,0.8,1.0,1.0,0.0,52.0,0.9,103.0,7.0,10.0,332.0,970.0,1507.0,5.0,0,4,0,0,1
1361.0,0.0,0.6,0.0,0.0,1.0,64.0,1.0,91.0,3.0,2.0,174.0,574.0,3751.0,18.0,6,19,1,1,0
1850.0,1.0,2.8,0.0,0.0,0.0,18.0,0.1,132.0,8.0,3.0,633.0,1382.0,1853.0,15.0,0,9,1,1,0
1089.0,0.0,1.4,1.0,10.0,0.0,2.0,0.1,153.0,7.0,20.0,211.0,1409.0,2620.0,7.0,5,13,1,0,0
1988.0,1.0,2.8,1.0,3.0,0.0,34.0,0.4,163.0,3.0,16.0,1221.0,1981.0,2872.0,7.0,6,20,1,1,1
1300.0,1.0,0.5,0.0,5.0,0.0,62.0,0.1,156.0,6.0,7.0,219.0,1037.0,874.0,15.0,3,10,1,1,0
1660.0,0.0,2.8,1.0,4.0,0.0,7.0,0.8,184.0,1.0,6.0,76.0,1165.0,1531.0,12.0,0,7,0,0,0
1068.0,0.0,1.3,0.0,6.0,1.0,52.0,0.1,97.0,8.0,7.0,994.0,1500.0,1436.0,16.0,1,15,1,0,0
1949.0,1.0,1.4,0.0,7.0,0.0,57.0,0.3,145.0,7.0,11.0,951.0,1178.0,356.0,5.0,3,19,0,0,0
1439.0,1.0,2.6,1.0,3.0,1.0,14.0,0.3,101.0,8.0,6.0,686.0,716.0,763.0,5.0,3,4,1,0,0
507.0,1.0,0.5,1.0,1.0,0.0,32.0,0.5,141.0,7.0,11.0,936.0,1398.0,1702.0,17.0,0,5,1,1,1
1816.0,1.0,1.6,1.0,0.0,0.0,50.0,0.1,186.0,5.0,2.0,800.0,1089.0,3637.0,11.0,7,16,0,0,1
1948.0,0.0,,1.0,8.0,0.0,16.0,0.1,100.0,5.0,10.0,631.0,1940.0,3630.0,9.0,7,17,0,1,0
1899.0,1.0,0.6,0.0,0.0,0.0,26.0,0.1,151.0,2.0,0.0,96.0,814.0,336.0,13.0,11,4,1,0,1
833.0,1.0,0.6,1.0,0.0,1.0,27.0,0.3,145.0,4.0,2.0,649.0,1290.0,586.0,19.0,8,19,1,0,1
1430.0,1.0,2.0,1.0,0.0,1.0,16.0,0.2,171.0,4.0,1.0,696.0,757.0,2916.0,6.0,3,10,1,1,0
1848.0,0.0,0.5,0.0,9.0,0.0,36.0,0.1,174.0,6.0,10.0,317.0,540.0,3380.0,10.0,2,17,0,0,0
1413.0,0.0,0.5,1.0,4.0,1.0,39.0,0.1,185.0,5.0,12.0,1039.0,1318.0,3878.0,19.0,16,4,1,0,0
1841.0,1.0,1.3,1.0,6.0,0.0,14.0,0.6,167.0,8.0,8.0,593.0,672.0,2304.0,7.0,1,18,0,0,1
1368.0,0.0,3.0,1.0,10.0,0.0,50.0,0.2,97.0,7.0,18.0,698.0,829.0,2496.0,13.0,6,5,0,1,1
569.0,0.0,0.5,1.0,1.0,1.0,53.0,1.0,170.0,8.0,20.0,457.0,1555.0,1243.0,17.0,10,10,1,1,0
1299.0,1.0,2.8,1.0,0.0,0.0,64.0,0.5,83.0,6.0,6.0,46.0,908.0,1938.0,19.0,8,5,1,0,1
894.0,0.0,2.1,1.0,16.0,0.0,16.0,0.7,168.0,8.0,20.0,286.0,1300.0,3377.0,5.0,1,6,1,1,1
930.0,0.0,2.1,1.0,0.0,0.0,54.0,0.9,80.0,1.0,13.0,1569.0,1763.0,1743.0,7.0,1,9,0,1,0
1112.0,0.0,0.5,0.0,0.0,1.0,12.0,0.9,190.0,4.0,6.0,777.0,1119.0,3302.0,11.0,0,20,1,1,1
686.0,1.0,0.5,0.0,11.0,0.0,3.0,0.3,91.0,6.0,15.0,1109.0,1392.0,570.0,7.0,6,19,0,1,0
1581.0,1.0,1.4,0.0,0.0,1.0,55.0,0.6,138.0,2.0,1.0,890.0,1980.0,3936.0,5.0,1,3,1,0,0
1399.0,1.0,1.9,1.0,1.0,0.0,56.0,0.3,153.0,1.0,15.0,130.0,611.0,3128.0,17.0,2,19,1,1,0
689.0,0.0,1.4,0.0,2.0,0.0,45.0,0.5,103.0,5.0,11.0,256.0,823.0,3585.0,10.0,1,10,1,0,0
805.0,1.0,0.7,0.0,0.0,0.0,64.0,0.1,97.0,4.0,14.0,641.0,704.0,418.0,11.0,6,17,0,1,1
1481.0,1.0,0.7,1.0,4.0,1.0,37.0,0.6,96.0,5.0,13.0,116.0,1533.0,2945.0,10.0,5,16,1,1,1
1520.0,0.0,0.5,0.0,1.0,0.0,25.0,0.5,171.0,3.0,20.0,52.0,1009.0,651.0,6.0,0,5,1,0,1
1577.0,0.0,2.6,1.0,0.0,0.0,55.0,0.5,109.0,5.0,0.0,1411.0,1718.0,609.0,6.0,0,20,1,1,1
1906.0,1.0,1.9,1.0,3.0,0.0,55.0,0.2,113.0,3.0,4.0,3.0,629.0,1871.0,13.0,5,4,1,0,1
1712.0,1.0,0.9,1.0,2.0,0.0,23.0,1.0,155.0,7.0,19.0,155.0,663.0,1422.0,5.0,0,15,1,1,0
1391.0,0.0,1.4,1.0,2.0,1.0,56.0,0.1,137.0,5.0,8.0,208.0,900.0,1199.0,15.0,8,10,1,1,1
1205.0,1.0,2.7,0.0,5.0,0.0,10.0,0.1,163.0,6.0,10.0,321.0,1870.0,953.0,18.0,11,20,0,1,1
727.0,1.0,2.5,1.0,0.0,1.0,64.0,0.2,193.0,1.0,9.0,664.0,711.0,3654.0,9.0,1,16,1,1,0
911.0,0.0,1.4,1.0,3.0,0.0,14.0,0.7,199.0,4.0,4.0,1563.0,1692.0,2933.0,16.0,3,11,0,1,0
1687.0,0.0,1.2,1.0,4.0,0.0,14.0,0.9,120.0,2.0,14.0,924.0,1461.0,3975.0,19.0,3,10,0,1,1
1606.0,1.0,0.5,1.0,0.0,1.0,33.0,0.9,200.0,5.0,0.0,157.0,770.0,3437.0,11.0,1,2,1,0,0
601.0,1.0,1.7,1.0,3.0,1.0,6.0,0.8,169.0,4.0,11.0,818.0,1827.0,2651.0,14.0,8,9,1,0,1
948.0,1.0,0.5,1.0,5.0,1.0,60.0,0.2,116.0,2.0,10.0,223.0,1148.0,2094.0,12.0,7,15,1,1,1
1183.0,1.0,1.4,0.0,1.0,0.0,32.0,0.8,197.0,1.0,4.0,884.0,1475.0,637.0,12.0,6,16,0,0,1
1492.0,0.0,0.5,0.0,13.0,0.0,36.0,0.4,185.0,1.0,16.0,444.0,1764.0,592.0,10.0,7,18,0,0,1
1651.0,0.0,0.5,0.0,1.0,1.0,57.0,0.2,193.0,1.0,6.0,697.0,924.0,3421.0,9.0,0,15,1,1,1
1547.0,1.0,3.0,1.0,2.0,1.0,14.0,0.7,198.0,3.0,19.0,,1832.0,2059.0,5.0,0,15,1,0,1
632.0,0.0,1.2,0.0,6.0,1.0,33.0,0.5,101.0,2.0,10.0,705.0,992.0,837.0,16.0,4,3,1,0,0
1780.0,1.0,1.5,1.0,2.0,0.0,30.0,0.2,82.0,1.0,8.0,324.0,1461.0,1066.0,13.0,6,13,0,0,1
1660.0,0.0,0.5,0.0,2.0,1.0,15.0,0.7,100.0,8.0,8.0,440.0,569.0,2424.0,12.0,5,9,1,1,0
907.0,1.0,2.6,1.0,7.0,0.0,44.0,0.2,160.0,3.0,12.0,144.0,896.0,3911.0,13.0,6,8,0,0,0
686.0,1.0,2.7,1.0,0.0,0.0,36.0,0.1,194.0,4.0,1.0,64.0,745.0,1503.0,10.0,0,13,0,0,0
1422.0,1.0,1.8,0.0,12.0,0.0,3.0,0.9,145.0,1.0,13.0,1023.0,1223.0,3941.0,9.0,7,2,0,0,0
1417.0,1.0,2.7,0.0,2.0,1.0,56.0,0.9,114.0,6.0,4.0,494.0,1649.0,590.0,11.0,3,6,1,0,1
1949.0,0.0,2.6,1.0,4.0,0.0,47.0,0.3,199.0,4.0,7.0,407.0,822.0,1433.0,11.0,5,20,0,0,1
530.0,1.0,0.5,1.0,0.0,0.0,47.0,0.5,93.0,3.0,2.0,463.0,912.0,3455.0,19.0,8,2,1,1,1
1775.0,1.0,1.5,0.0,3.0,0.0,41.0,0.1,163.0,1.0,7.0,1633.0,1869.0,2343.0,19.0,13,14,1,1,1
951.0,1.0,2.4,0.0,1.0,1.0,24.0,0.1,147.0,8.0,20.0,897.0,1964.0,3391.0,19.0,4,7,1,0,0
599.0,1.0,2.9,0.0,0.0,1.0,64.0,0.3,186.0,8.0,1.0,103.0,646.0,3396.0,,3,7,1,0,0
710.0,1.0,2.3,1.0,1.0,1.0,24.0,0.4,153.0,2.0,3.0,1714.0,1895.0,3678.0,18.0,4,18,1,1,1
842.0,1.0,1.8,1.0,4.0,0.0,57.0,1.0,124.0,3.0,10.0,348.0,730.0,1903.0,8.0,4,14,0,1,0
1001.0,0.0,2.8,1.0,1.0,0.0,40.0,0.2,117.0,3.0,7.0,922.0,1836.0,3654.0,13.0,9,10,1,1,1
1432.0,1.0,1.7,1.0,6.0,1.0,39.0,0.3,164.0,4.0,18.0,209.0,947.0,504.0,14.0,4,10,1,1,0
1263.0,1.0,2.0,0.0,0.0,0.0,5.0,0.4,146.0,6.0,3.0,954.0,1609.0,1958.0,9.0,6,4,1,1,1
900.0,1.0,0.5,0.0,11.0,1.0,64.0,0.7,149.0,4.0,12.0,164.0,708.0,942.0,13.0,5,2,1,1,0
1380.0,0.0,2.6,1.0,15.0,1.0,56.0,0.5,187.0,8.0,16.0,501.0,643.0,926.0,9.0,5,7,1,0,0
1171.0,1.0,2.8,0.0,8.0,1.0,47.0,0.4,192.0,1.0,11.0,371.0,674.0,3092.0,8.0,2,5,1,0,1
842.0,0.0,2.2,0.0,1.0,0.0,7.0,0.6,188.0,2.0,2.0,20.0,756.0,2549.0,9.0,7,19,0,0,1
891.0,0.0,1.9,1.0,1.0,1.0,18.0,0.1,153.0,6.0,3.0,40.0,1435.0,1303.0,17.0,16,4,1,1,1
1546.0,1.0,0.5,1.0,3.0,1.0,6.0,0.2,101.0,1.0,4.0,91.0,1317.0,3521.0,15.0,11,9,1,0,0
1966.0,1.0,1.4,1.0,2.0,0.0,40.0,0.9,185.0,8.0,18.0,1197.0,1987.0,1185.0,11.0,2,20,0,1,0
1230.0,1.0,1.6,0.0,0.0,1.0,48.0,0.7,111.0,7.0,2.0,1960.0,1963.0,1622.0,18.0,17,16,1,1,1
652.0,0.0,0.5,1.0,1.0,0.0,58.0,0.6,142.0,3.0,2.0,464.0,781.0,565.0,18.0,12,9,0,0,1
1414.0,1.0,1.5,1.0,5.0,0.0,,0.5,180.0,2.0,6.0,44.0,1118.0,3490.0,16.0,12,13,0,1,0
1595.0,1.0,0.8,1.0,0.0,1.0,44.0,0.7,85.0,4.0,20.0,1024.0,1838.0,3881.0,14.0,10,9,1,0,1
633.0,1.0,2.2,0.0,0.0,1.0,49.0,0.1,139.0,8.0,1.0,529.0,1009.0,3560.0,11.0,1,16,1,1,1
1992.0,1.0,0.6,1.0,11.0,0.0,2.0,0.1,141.0,1.0,14.0,649.0,895.0,3206.0,10.0,9,10,1,1,0
1392.0,1.0,0.5,1.0,6.0,0.0,63.0,0.5,181.0,2.0,9.0,573.0,1468.0,3850.0,12.0,8,13,0,1,0
1045.0,1.0,1.6,0.0,0.0,1.0,58.0,0.2,177.0,4.0,12.0,1212.0,1772.0,2241.0,19.0,15,11,1,1,0
912.0,1.0,2.0,0.0,1.0,0.0,54.0,0.3,161.0,8.0,5.0,329.0,1053.0,2330.0,19.0,5,20,0,1,0
1958.0,1.0,1.9,1.0,0.0,0.0,4.0,0.2,190.0,2.0,3.0,304.0,637.0,1409.0,16.0,5,3,0,0,0
504.0,0.0,2.8,1.0,0.0,0.0,40.0,0.5,178.0,3.0,0.0,626.0,1195.0,470.0,6.0,0,16,1,0,0
1665.0,1.0,0.5,0.0,3.0,1.0,60.0,0.2,194.0,6.0,18.0,1572.0,1684.0,1601.0,18.0,17,14,1,0,0
1237.0,1.0,2.5,0.0,7.0,0.0,13.0,0.8,98.0,4.0,12.0,18.0,1004.0,2528.0,11.0,8,16,0,0,0
1461.0,0.0,2.4,1.0,3.0,1.0,40.0,0.5,141.0,7.0,4.0,1265.0,1298.0,3799.0,16.0,1,4,1,0,0
1205.0,0.0,0.5,1.0,3.0,,12.0,0.6,175.0,4.0,6.0,573.0,614.0,860.0,14.0,1,14,1,0,1
1562.0,1.0,0.7,0.0,0.0,0.0,55.0,0.1,140.0,8.0,1.0,1032.0,1776.0,2096.0,15.0,3,3,0,0,0
1899.0,1.0,0.5,0.0,4.0,1.0,28.0,0.1,95.0,5.0,7.0,781.0,1418.0,499.0,5.0,3,15,1,0,1
536.0,0.0,0.5,0.0,8.0,1.0,27.0,0.3,108.0,1.0,13.0,1573.0,1962.0,1676.0,14.0,7,20,1,0,1
800.0,1.0,2.2,0.0,5.0,1.0,41.0,0.1,103.0,6.0,9.0,185.0,1008.0,2094.0,17.0,16,6,1,0,1
